date,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
2021-11-15,,303.0,,,,,
2021-11-16,,,,,,539.0,
2021-11-17,,,,,,,228.0
2021-11-18,,,,,543.0,,
2021-11-19,264.0,,,,,,
2021-11-20,,,77.0,,,,
2021-11-21,,,,65.0,,,
2021-11-22,,241.0,,,,,
2021-11-23,,,,,,278.0,
2021-11-24,,,,,,,512.0
2021-11-25,,,,,150.0,,
2021-11-26,46.0,,,,,,
2021-11-27,,,216.0,,,,
2021-11-28,,,,376.0,,,
2021-11-29,,363.0,,,,,
2021-11-30,,,,,,479.0,
2021-12-01,,,,,,,190.0
2021-12-02,,,,,448.0,,
2021-12-03,428.0,,,,,,
2021-12-04,,,152.0,,,,
2021-12-05,,,,333.0,,,
2021-12-06,,347.0,,,,,
2021-12-07,,,,,,419.0,
2021-12-08,,,,,,,290.0
2021-12-09,,,,,413.0,,
